54398	211620.832700000	4449821.77500000	28.6000000000000	13.5000100000000	12.5000100000000	11.1000100000000	14.8000000000000	21	25	26.8000000000000	25.7000000000000	20.5000000000000	13.1000000000000	11.2000100000000	12.8000100000000
54399	182502.202300000	4434294.18500000	45.8000000000000	14.3000100000000	13.2000100000000	11.6000100000000	15.1000000000000	21.2000000000000	25.1000000000000	26.9000000000000	25.9000000000000	20.8000000000000	13.3000000000000	11.6000100000000	13.5000100000000
54406	157805.560800000	4487325.91700000	487.900000000000	9.60001000000000	9.20001000000000	7.90001000000000	12	18.3000000000000	22.1000000000000	24.1000000000000	22.8000000000000	17.4000000000000	10.1000000000000	8.10001000000000	9.10001000000000
54416	233915.881400000	4476806.50500000	71.8000000000000	11.5000100000000	10.9000100000000	9.80001000000000	13.9000000000000	20	24.2000000000000	26.2000000000000	24.9000000000000	19.5000000000000	11.8000000000000	9.70001000000000	10.9000100000000
54419	214021.536300000	4475691.86000000	75.7000000000000	12.4000100000000	11.7000100000000	10.4000100000000	14.3000000000000	20.4000000000000	24.4000000000000	26.2000000000000	25.1000000000000	19.8000000000000	12.4000000000000	10.6000100000000	11.7000100000000
54421	256118.804600000	4505714.42500000	293.300000000000	10.8000100000000	10.2000100000000	8.90001000000000	12.9000000000000	19	22.9000000000000	24.8000000000000	23.6000000000000	18.4000000000000	11.2000000000000	9.10001000000000	9.80001000000000
54424	254365.939300000	4452025.69400000	32.1000000000000	12.1000100000000	11.4000100000000	10.3000100000000	14.3000000000000	20.4000000000000	24.6000000000000	26.5000000000000	25.2000000000000	19.8000000000000	12.3000000000000	10.2000100000000	11.4000100000000
54431	221847.542600000	4417942.70800000	19.8000000000000	14.3000100000000	13.2000100000000	11.4000100000000	14.9000000000000	21.1000000000000	25	27	26	21	13.7000000000000	11.9000100000000	13.6000100000000
54433	200881.410000000	4429855.69500000	35.3000000000000	14.0000100000000	12.9000100000000	11.5000100000000	15	21.1000000000000	24.9000000000000	26.8000000000000	25.7000000000000	20.6000000000000	13.2000000000000	11.4000100000000	13.3000100000000
54499	177911.426300000	4460459.49400000	76.2000000000000	14.0000100000000	12.9000100000000	11.3000100000000	15.1000000000000	21.3000000000000	25.1000000000000	26.8000000000000	25.7000000000000	20.6000000000000	13.3000000000000	11.5000100000000	13.2000100000000
54501	131138.680000000	4434763.49400000	440.300000000000	10.6000100000000	9.90001000000000	8.70001000000000	12.9000000000000	19	22.7000000000000	24.4000000000000	22.9000000000000	17.7000000000000	10.6000000000000	8.80001000000000	10.0000100000000
54505	170637.510100000	4423672.88100000	85.5000000000000	14.0000100000000	12.9000100000000	11.3000100000000	14.9000000000000	21.1000000000000	24.9000000000000	26.6000000000000	25.4000000000000	20.3000000000000	13.2000000000000	11.5000100000000	13.2000100000000
54511	197362.808900000	4413312.07100000	31.3000000000000	14.3000100000000	13.2000100000000	11.7000100000000	15.1000000000000	21.3000000000000	25.3000000000000	27.2000000000000	26.1000000000000	21.2000000000000	13.8000000000000	11.9000100000000	13.6000100000000
54513	175231.226800000	4430906.34600000	63	14.3000100000000	13.2000100000000	11.7000100000000	15.3000000000000	21.4000000000000	25.2000000000000	27	25.9000000000000	20.8000000000000	13.4000000000000	11.7000100000000	13.5000100000000
54514	179120.432200000	4421464.28100000	55.2000000000000	14.1000100000000	13.2000100000000	11.7000100000000	15.3000000000000	21.5000000000000	25.3000000000000	27.2000000000000	26	21	13.5000000000000	11.6000100000000	13.4000100000000
